Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Lala,Lanao Del Norte,FEMALE,"22,942.0","25,952","3,010.0",13.12
Lambayong (Mariano Marcos),Sultan Kudarat,FEMALE,"20,744.0","24,133","3,389.0",16.34
Lambunao,Iloilo,FEMALE,"20,457.0","20,698",241.0,1.18
Lamitan City,Basilan,FEMALE,"26,176.0","25,363",-813.0,-3.11
Lamut,Ifugao,FEMALE,"8,257.0","9,047",790.0,9.57
Langiden,Abra,FEMALE,"1,450.0","1,354",-96.0,-6.62
Languyan,Tawi-Tawi,FEMALE,"6,765.0","7,717",952.0,14.07
Lantapan,Bukidnon,FEMALE,"17,678.0","19,223","1,545.0",8.74
Lantawan,Basilan,FEMALE,"6,335.0","7,964","1,629.0",25.71
Lanuza,Surigao Del Sur,FEMALE,"4,690.0","4,949",259.0,5.52
Laoac,Pangasinan,FEMALE,"10,529.0","11,027",498.0,4.73
Laoag City,Ilocos Norte,FEMALE,"40,947.0","42,895","1,948.0",4.76
Laoang,Northern Samar,FEMALE,"20,151.0","19,513",-638.0,-3.17
Lapinig,Northern Samar,FEMALE,"4,197.0","3,868",-329.0,-7.84
Lapu-Lapu City (Opon),Cebu,FEMALE,"116,370.0","131,950","15,580.0",13.39
Lapuyan,Zamboanga Del Sur,FEMALE,"8,105.0","8,441",336.0,4.15
Larena,Siquijor,FEMALE,"5,724.0","5,956",232.0,4.05
Las Navas,Northern Samar,FEMALE,"12,294.0","13,405","1,111.0",9.04
Las Nieves,Agusan Del Norte,FEMALE,"9,342.0","9,990",648.0,6.94
Lasam,Cagayan,FEMALE,"12,998.0","13,183",185.0,1.42
Laua-An,Antique,FEMALE,"9,771.0","9,744",-27.0,-0.28
Laur,Nueva Ecija,FEMALE,"11,337.0","12,556","1,219.0",10.75
Laurel,Batangas,FEMALE,"12,347.0","13,323",976.0,7.9
Lavezares,Northern Samar,FEMALE,"10,949.0","10,695",-254.0,-2.32
Lawaan,Eastern Samar,FEMALE,"4,824.0","5,044",220.0,4.56
Lazi,Siquijor,FEMALE,"7,885.0","8,091",206.0,2.61
Lebak,Sultan Kudarat,FEMALE,"23,409.0","27,827","4,418.0",18.87
Leganes,Iloilo,FEMALE,"11,613.0","12,740","1,127.0",9.7
Legazpi City,Albay,FEMALE,"65,239.0","68,183","2,944.0",4.51
Lemery,Batangas,FEMALE,"28,959.0","28,097",-862.0,-2.98
Lemery,Iloilo,FEMALE,"10,181.0","10,639",458.0,4.5
Leon,Iloilo,FEMALE,"16,172.0","16,542",370.0,2.29
Leyte,Leyte,FEMALE,"13,192.0","14,005",813.0,6.16
Lezo,Aklan,FEMALE,"4,949.0","5,119",170.0,3.44
Lian,Batangas,FEMALE,"18,248.0","18,301",53.0,0.29
Lianga,Surigao Del Sur,FEMALE,"10,591.0","11,256",665.0,6.28
Libacao,Aklan,FEMALE,"9,297.0","9,369",72.0,0.77
Libagon,Southern Leyte,FEMALE,"5,335.0","5,346",11.0,0.21
Libertad,Antique,FEMALE,"5,452.0","5,668",216.0,3.96
Libertad,Misamis Oriental,FEMALE,"5,191.0","5,475",284.0,5.47
Libjo (Albor),Dinagat Islands,FEMALE,"6,036.0","6,213",177.0,2.93
Libmanan,Camarines Sur,FEMALE,"34,761.0","36,088","1,327.0",3.82
Libon,Albay,FEMALE,"24,223.0","23,885",-338.0,-1.4
Libona,Bukidnon,FEMALE,"13,590.0","14,354",764.0,5.62
Libungan,Cotabato (North Cotabato),FEMALE,"16,105.0","17,520","1,415.0",8.79
Licab,Nueva Ecija,FEMALE,"8,806.0","9,059",253.0,2.87
Licuan-Baay (Licuan),Abra,FEMALE,"1,959.0","1,886",-73.0,-3.73
Lidlidda,Ilocos Sur,FEMALE,"1,660.0","1,655",-5.0,-0.3
Lila,Bohol,FEMALE,"3,797.0","3,890",93.0,2.45
Liliw,Laguna,FEMALE,"12,650.0","13,416",766.0,6.06
Liloan,Cebu,FEMALE,"38,336.0","43,059","4,723.0",12.32
Liloan,Southern Leyte,FEMALE,"8,085.0","7,773",-312.0,-3.86
Liloy,Zamboanga Del Norte,FEMALE,"15,828.0","15,480",-348.0,-2.2
Limasawa,Southern Leyte,FEMALE,"2,249.0","2,233",-16.0,-0.71
Limay,Bataan,FEMALE,"27,999.0","29,285","1,286.0",4.59
Linamon,Lanao Del Norte,FEMALE,"6,191.0","6,249",58.0,0.94
Linapacan,Palawan,FEMALE,"4,518.0","5,033",515.0,11.4
Lingayen,Pangasinan,FEMALE,"34,199.0","36,802","2,603.0",7.61
Lingig,Surigao Del Sur,FEMALE,"10,633.0","11,251",618.0,5.81
Lipa City,Batangas,FEMALE,"107,354.0","119,727","12,373.0",11.53
Llanera,Nueva Ecija,FEMALE,"13,739.0","12,800",-939.0,-6.83
Llorente,Eastern Samar,FEMALE,"7,157.0","6,925",-232.0,-3.24
Loay,Bohol,FEMALE,"6,557.0","6,462",-95.0,-1.45
Lobo,Batangas,FEMALE,"13,327.0","13,539",212.0,1.59
Loboc,Bohol,FEMALE,"6,453.0","6,826",373.0,5.78
Looc,Occidental Mindoro,FEMALE,"3,677.0","3,694",17.0,0.46
Looc,Romblon,FEMALE,"7,659.0","7,872",213.0,2.78
Loon,Bohol,FEMALE,"15,326.0","15,331",5.0,0.03
Lope De Vega,Northern Samar,FEMALE,"5,248.0","5,764",516.0,9.83
Lopez,Quezon,FEMALE,"28,861.0","30,859","1,998.0",6.92
Lopez Jaena,Misamis Occidental,FEMALE,"9,257.0","9,474",217.0,2.34
Loreto,Agusan Del Sur,FEMALE,"11,645.0","12,466",821.0,7.05
Loreto,Dinagat Islands,FEMALE,"3,835.0","3,865",30.0,0.78
Los Banos,Laguna,FEMALE,"35,464.0","38,417","2,953.0",8.33
Luba,Abra,FEMALE,"2,264.0","2,234",-30.0,-1.33
Lubang,Occidental Mindoro,FEMALE,"6,653.0","6,751",98.0,1.47
Lubao,Pampanga,FEMALE,"44,222.0","46,409","2,187.0",4.95
Lubuagan,Kalinga,FEMALE,"3,736.0","4,804","1,068.0",28.59
Lucban,Quezon,FEMALE,"15,590.0","18,602","3,012.0",19.32
Lucena City,Quezon,FEMALE,"88,538.0","97,358","8,820.0",9.96
Lugait,Misamis Oriental,FEMALE,"7,176.0","7,547",371.0,5.17
Lugus,Sulu,FEMALE,"7,224.0","8,669","1,445.0",20.0
Luisiana,Laguna,FEMALE,"7,693.0","7,869",176.0,2.29
Lumba-Bayabao (Maguing),Lanao Del Sur,FEMALE,"7,827.0","8,869","1,042.0",13.31
Lumbaca-Unayan,Lanao Del Sur,FEMALE,"3,622.0","5,038","1,416.0",39.09
Lumban,Laguna,FEMALE,"11,589.0","12,255",666.0,5.75
Lumbatan,Lanao Del Sur,FEMALE,"7,225.0","7,926",701.0,9.7
Lumbayanague,Lanao Del Sur,FEMALE,"4,512.0","4,644",132.0,2.93
Luna,Apayao,FEMALE,"5,773.0","5,780",7.0,0.12
Luna,Isabela,FEMALE,"6,862.0","7,731",869.0,12.66
Luna,La Union,FEMALE,"12,221.0","12,592",371.0,3.04
Lupao,Nueva Ecija,FEMALE,"14,471.0","14,952",481.0,3.32
Lupi,Camarines Sur,FEMALE,"10,024.0","10,667",643.0,6.41
Lupon,Davao Oriental,FEMALE,"23,009.0","23,921",912.0,3.96
Lutayan,Sultan Kudarat,FEMALE,"14,650.0","15,957","1,307.0",8.92
Luuk,Sulu,FEMALE,"9,843.0","13,046","3,203.0",32.54
M'Lang,Cotabato (North Cotabato),FEMALE,"27,888.0","35,012","7,124.0",25.55
Ma-Ayon,Capiz,FEMALE,"12,970.0","13,330",360.0,2.78
Maasim,Sarangani,FEMALE,"18,689.0","20,183","1,494.0",7.99
Maasin,Iloilo,FEMALE,"12,003.0","12,361",358.0,2.98
Maasin City,Southern Leyte,FEMALE,"28,862.0","28,961",99.0,0.34
Mabalacat City,Pampanga,FEMALE,"61,696.0","70,363","8,667.0",14.05
Mabinay,Negros Oriental,FEMALE,"22,731.0","25,708","2,977.0",13.1
Mabini,Batangas,FEMALE,"15,342.0","15,455",113.0,0.74
Mabini,Bohol,FEMALE,"9,503.0","10,055",552.0,5.81
Mabini,Pangasinan,FEMALE,"8,467.0","8,953",486.0,5.74
Mabini (Dona Alicia),Davao De Oro (Compostela Valley),FEMALE,"12,983.0","14,010","1,027.0",7.91
Mabitac,Laguna,FEMALE,"7,372.0","8,123",751.0,10.19
Mabuhay,Zamboanga Sibugay,FEMALE,"6,791.0","7,113",322.0,4.74
Macabebe,Pampanga,FEMALE,"23,479.0","22,609",-870.0,-3.71
Macalelon,Quezon,FEMALE,"8,372.0","8,634",262.0,3.13
Macarthur,Leyte,FEMALE,"7,231.0","7,856",625.0,8.64
Maco,Davao De Oro (Compostela Valley),FEMALE,"24,973.0","27,790","2,817.0",11.28
Maconacon,Isabela,FEMALE,"1,363.0","1,458",95.0,6.97
Macrohon,Southern Leyte,FEMALE,"9,252.0","9,277",25.0,0.27
Madalag,Aklan,FEMALE,"6,333.0","6,554",221.0,3.49
Madalum,Lanao Del Sur,FEMALE,"5,819.0","6,490",671.0,11.53
Madamba,Lanao Del Sur,FEMALE,"4,243.0","4,998",755.0,17.79
Maddela,Quirino,FEMALE,"11,735.0","12,308",573.0,4.88
Madrid,Surigao Del Sur,FEMALE,"5,799.0","6,317",518.0,8.93
Madridejos,Cebu,FEMALE,"13,409.0","14,355",946.0,7.05
Magalang,Pampanga,FEMALE,"33,728.0","39,528","5,800.0",17.2
Magallanes,Agusan Del Norte,FEMALE,"8,041.0","8,230",189.0,2.35
Magallanes,Cavite,FEMALE,"7,762.0","8,244",482.0,6.21
Magallanes,Sorsogon,FEMALE,"11,611.0","12,428",817.0,7.04
Magarao,Camarines Sur,FEMALE,"9,733.0","10,283",550.0,5.65
Magdalena,Laguna,FEMALE,"8,588.0","9,198",610.0,7.1
Magdiwang,Romblon,FEMALE,"4,773.0","5,045",272.0,5.7
Magpet,Cotabato (North Cotabato),FEMALE,"16,850.0","31,582","14,732.0",87.43
Magsaysay,Davao Del Sur,FEMALE,"18,014.0","18,603",589.0,3.27
Magsaysay,Lanao Del Norte,FEMALE,"4,359.0","5,698","1,339.0",30.72
Magsaysay,Occidental Mindoro,FEMALE,"10,284.0","11,402","1,118.0",10.87
Magsaysay,Palawan,FEMALE,"4,129.0","4,207",78.0,1.89
Magsaysay (Linugos),Misamis Oriental,FEMALE,"10,940.0","11,923",983.0,8.99
Magsingal,Ilocos Sur,FEMALE,"9,634.0","10,116",482.0,5.0
Maguing,Lanao Del Sur,FEMALE,"8,934.0","9,710",776.0,8.69
Mahaplag,Leyte,FEMALE,"9,517.0","9,533",16.0,0.17
Mahatao,Batanes,FEMALE,641.0,717,76.0,11.86
Mahayag,Zamboanga Del Sur,FEMALE,"14,901.0","16,602","1,701.0",11.42
Mahinog,Camiguin,FEMALE,"5,391.0","5,328",-63.0,-1.17
Maigo,Lanao Del Norte,FEMALE,"7,349.0","7,519",170.0,2.31
Maimbung,Sulu,FEMALE,"14,453.0","18,475","4,022.0",27.83
Mainit,Surigao Del Norte,FEMALE,"10,332.0","10,495",163.0,1.58
Maitum,Sarangani,FEMALE,"15,689.0","14,171","-1,518.0",-9.68
Majayjay,Laguna,FEMALE,"9,735.0","10,109",374.0,3.84
Makato,Aklan,FEMALE,"10,112.0","10,664",552.0,5.46
Makilala,Cotabato (North Cotabato),FEMALE,"25,988.0","17,696","-8,292.0",-31.91
Malabang,Lanao Del Sur,FEMALE,"10,567.0","19,351","8,784.0",83.13
Malabon City,Ncr,FEMALE,"119,259.0","137,099","17,840.0",14.96
Malabuyoc,Cebu,FEMALE,"7,020.0","7,046",26.0,0.37
Malalag,Davao Del Sur,FEMALE,"12,349.0","12,827",478.0,3.87
Malangas,Zamboanga Sibugay,FEMALE,"10,327.0","10,678",351.0,3.4
Malapatan,Sarangani,FEMALE,"21,195.0","22,111",916.0,4.32
Malasiqui,Pangasinan,FEMALE,"41,602.0","43,348","1,746.0",4.2
Malay,Aklan,FEMALE,"18,789.0","19,586",797.0,4.24
Malibcong,Abra,FEMALE,"1,379.0","1,400",21.0,1.52
Malilipot,Albay,FEMALE,"14,543.0","15,706","1,163.0",8.0
Malimono,Surigao Del Norte,FEMALE,"6,862.0","7,075",213.0,3.1
Malinao,Aklan,FEMALE,"7,965.0","8,254",289.0,3.63
Malinao,Albay,FEMALE,"16,445.0","17,007",562.0,3.42
Malita,Davao Occidental,FEMALE,"33,421.0","34,434","1,013.0",3.03
Malitbog,Bukidnon,FEMALE,"8,258.0","8,913",655.0,7.93
Malitbog,Southern Leyte,FEMALE,"6,689.0","6,578",-111.0,-1.66
Mallig,Isabela,FEMALE,"9,757.0","10,513",756.0,7.75
Malolos City,Bulacan,FEMALE,"66,261.0","68,041","1,780.0",2.69
Malungon,Sarangani,FEMALE,"34,822.0","36,066","1,244.0",3.57
Maluso,Basilan,FEMALE,"13,059.0","15,549","2,490.0",19.07
Malvar,Batangas,FEMALE,"17,621.0","20,003","2,382.0",13.52
Mamasapano,Maguindanao,FEMALE,"5,548.0","7,495","1,947.0",35.09
Mambajao,Camiguin,FEMALE,"13,102.0","13,394",292.0,2.23
Mamburao,Occidental Mindoro,FEMALE,"14,324.0","15,208",884.0,6.17
Mambusao,Capiz,FEMALE,"14,638.0","14,501",-137.0,-0.94
Manabo,Abra,FEMALE,"3,973.0","4,004",31.0,0.78
Manaoag,Pangasinan,FEMALE,"23,969.0","24,030",61.0,0.25
Manapla,Negros Occidental,FEMALE,"16,418.0","17,097",679.0,4.14
Manay,Davao Oriental,FEMALE,"12,673.0","13,928","1,255.0",9.9
Mandaon,Masbate,FEMALE,"13,160.0","13,726",566.0,4.3
Mandaue City,Cebu,FEMALE,"117,785.0","121,207","3,422.0",2.91
Mangaldan,Pangasinan,FEMALE,"33,300.0","34,217",917.0,2.75
Mangatarem,Pangasinan,FEMALE,"25,984.0","27,391","1,407.0",5.41
Mangudadatu,Maguindanao,FEMALE,"6,182.0","7,456","1,274.0",20.61
Manito,Albay,FEMALE,"8,316.0","8,840",524.0,6.3
Manjuyod,Negros Oriental,FEMALE,"14,495.0","14,874",379.0,2.61
Mankayan,Benguet,FEMALE,"9,999.0","10,231",232.0,2.32
Manolo Fortich,Bukidnon,FEMALE,"30,618.0","32,824","2,206.0",7.2
Mansalay,Oriental Mindoro,FEMALE,"14,262.0","15,164",902.0,6.32
Manticao,Misamis Oriental,FEMALE,"10,635.0","10,831",196.0,1.84
Manukan,Zamboanga Del Norte,FEMALE,"12,224.0","12,808",584.0,4.78
Mapanas,Northern Samar,FEMALE,"5,833.0","5,516",-317.0,-5.43
Mapandan,Pangasinan,FEMALE,"12,159.0","12,730",571.0,4.7
Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,FEMALE,"8,579.0","8,660",81.0,0.94
Marabut,Samar (Western Samar),FEMALE,"6,716.0","6,452",-264.0,-3.93
Maragondon,Cavite,FEMALE,"15,126.0","16,864","1,738.0",11.49
Maragusan (San Mariano),Davao De Oro (Compostela Valley),FEMALE,"18,456.0","20,214","1,758.0",9.53
Maramag,Bukidnon,FEMALE,"30,134.0","32,903","2,769.0",9.19
Marantao,Lanao Del Sur,FEMALE,"11,728.0","16,435","4,707.0",40.13
Marawi City,Lanao Del Sur,FEMALE,"32,695.0","40,536","7,841.0",23.98
Marcos,Ilocos Norte,FEMALE,"6,246.0","6,253",7.0,0.11
Margosatubig,Zamboanga Del Sur,FEMALE,"10,617.0","11,865","1,248.0",11.75
Maria,Siquijor,FEMALE,"5,613.0","5,580",-33.0,-0.59
Maria Aurora,Aurora,FEMALE,"13,371.0","14,160",789.0,5.9
Maribojoc,Bohol,FEMALE,"7,302.0","7,523",221.0,3.03
Marihatag,Surigao Del Sur,FEMALE,"6,409.0","7,164",755.0,11.78
Marilao,Bulacan,FEMALE,"51,653.0","54,887","3,234.0",6.26
Maripipi,Biliran,FEMALE,"2,592.0","2,546",-46.0,-1.77
Mariveles,Bataan,FEMALE,"44,687.0","46,645","1,958.0",4.38
Marogong,Lanao Del Sur,FEMALE,"6,254.0","6,746",492.0,7.87
Masantol,Pampanga,FEMALE,"19,879.0","19,848",-31.0,-0.16
Masbate City,Masbate,FEMALE,"28,480.0","32,730","4,250.0",14.92
Masinloc,Zambales,FEMALE,"17,821.0","19,209","1,388.0",7.79
Masiu,Lanao Del Sur,FEMALE,"7,843.0","8,859","1,016.0",12.95
Maslog,Eastern Samar,FEMALE,"1,740.0","1,677",-63.0,-3.62
Mataas Na Kahoy,Batangas,FEMALE,"10,156.0","10,844",688.0,6.77
Matag-Ob,Leyte,FEMALE,"6,410.0","6,639",229.0,3.57
Matalam,Cotabato (North Cotabato),FEMALE,"22,786.0","29,518","6,732.0",29.54
Matalom,Leyte,FEMALE,"10,803.0","11,101",298.0,2.76
Matanao,Davao Del Sur,FEMALE,"18,644.0","19,147",503.0,2.7
Matanog,Maguindanao,FEMALE,"7,772.0","9,873","2,101.0",27.03
Mati  City,Davao Oriental,FEMALE,"42,387.0","47,490","5,103.0",12.04
Matnog,Sorsogon,FEMALE,"13,505.0","15,193","1,688.0",12.5
Matuguinao,Samar (Western Samar),FEMALE,"2,904.0","3,057",153.0,5.27
Matungao,Lanao Del Norte,FEMALE,"3,530.0","4,945","1,415.0",40.08
Mauban,Quezon,FEMALE,"21,492.0","22,646","1,154.0",5.37
Mawab,Davao De Oro (Compostela Valley),FEMALE,"12,597.0","13,495",898.0,7.13
Mayantoc,Tarlac,FEMALE,"10,156.0","10,451",295.0,2.9
Maydolong,Eastern Samar,FEMALE,"5,330.0","5,387",57.0,1.07
Mayorga,Leyte,FEMALE,"6,452.0","6,308",-144.0,-2.23
Mayoyao,Ifugao,FEMALE,"3,792.0","3,695",-97.0,-2.56
Medellin,Cebu,FEMALE,"18,519.0","20,050","1,531.0",8.27
Medina,Misamis Oriental,FEMALE,"12,316.0","12,795",479.0,3.89
Mendez (Mendez-Nunez),Cavite,FEMALE,"11,309.0","12,150",841.0,7.44
Mercedes,Camarines Norte,FEMALE,"16,325.0","17,712","1,387.0",8.5
Mercedes,Eastern Samar,FEMALE,"2,670.0","2,732",62.0,2.32
Merida,Leyte,FEMALE,"10,669.0","11,045",376.0,3.52
Mexico,Pampanga,FEMALE,"42,294.0","46,186","3,892.0",9.2
Meycauayan City,Bulacan,FEMALE,"67,829.0","67,387",-442.0,-0.65
Miagao,Iloilo,FEMALE,"21,185.0","21,167",-18.0,-0.08
Midsalip,Zamboanga Del Sur,FEMALE,"9,863.0","10,313",450.0,4.56
Midsayap,Cotabato (North Cotabato),FEMALE,"41,024.0","25,340","-15,684.0",-38.23
Milagros,Masbate,FEMALE,"17,148.0","17,004",-144.0,-0.84
Milaor,Camarines Sur,FEMALE,"11,130.0","12,065",935.0,8.4
Mina,Iloilo,FEMALE,"7,702.0","7,749",47.0,0.61
Minalabac,Camarines Sur,FEMALE,"15,585.0","16,415",830.0,5.33
Minalin,Pampanga,FEMALE,"14,973.0","16,178","1,205.0",8.05
Minglanilla,Cebu,FEMALE,"34,474.0","38,222","3,748.0",10.87
Moalboal,Cebu,FEMALE,"11,506.0","12,036",530.0,4.61
Mobo,Masbate,FEMALE,"12,181.0","12,902",721.0,5.92
Mogpog,Marinduque,FEMALE,"11,920.0","11,926",6.0,0.05
Moises Padilla (Magallon),Negros Occidental,FEMALE,"13,428.0","13,325",-103.0,-0.77
Molave,Zamboanga Del Sur,FEMALE,"15,928.0","17,034","1,106.0",6.94
Moncada,Tarlac,FEMALE,"18,874.0","19,706",832.0,4.41
Mondragon,Northern Samar,FEMALE,"13,503.0","14,478",975.0,7.22
Monkayo,Davao De Oro (Compostela Valley),FEMALE,"27,606.0","30,526","2,920.0",10.58
Monreal,Masbate,FEMALE,"8,421.0","9,770","1,349.0",16.02
Montevista,Davao De Oro (Compostela Valley),FEMALE,"13,513.0","14,892","1,379.0",10.2
Morong,Bataan,FEMALE,"10,796.0","11,774",978.0,9.06
Morong,Rizal,FEMALE,"20,241.0","21,397","1,156.0",5.71
Motiong,Samar (Western Samar),FEMALE,"5,233.0","5,332",99.0,1.89
Mulanay,Quezon,FEMALE,"16,142.0","17,469","1,327.0",8.22
Mulondo,Lanao Del Sur,FEMALE,"6,694.0","7,130",436.0,6.51
Munai,Lanao Del Norte,FEMALE,"5,513.0","7,438","1,925.0",34.92
Murcia,Negros Occidental,FEMALE,"26,988.0","27,930",942.0,3.49
Mutia,Zamboanga Del Norte,FEMALE,"4,273.0","4,814",541.0,12.66
Naawan,Misamis Oriental,FEMALE,"7,838.0","8,108",270.0,3.44
Nabas,Aklan,FEMALE,"11,656.0","12,793","1,137.0",9.75
Nabua,Camarines Sur,FEMALE,"25,230.0","27,964","2,734.0",10.84
Nabunturan,Davao De Oro (Compostela Valley),FEMALE,"23,420.0","24,266",846.0,3.61
Naga,Zamboanga Sibugay,FEMALE,"13,552.0","13,607",55.0,0.41
Naga City,Camarines Sur,FEMALE,"57,989.0","64,042","6,053.0",10.44
Naga City,Cebu,FEMALE,"39,295.0","42,856","3,561.0",9.06
Nagbukel,Ilocos Sur,FEMALE,"2,086.0","1,942",-144.0,-6.9
Nagcarlan,Laguna,FEMALE,"21,551.0","23,879","2,328.0",10.8
Nagtipunan,Quirino,FEMALE,"7,012.0","7,821",809.0,11.54
Naguilian,Isabela,FEMALE,"10,540.0","10,711",171.0,1.62
Naguilian,La Union,FEMALE,"17,457.0","17,953",496.0,2.84
Naic,Cavite,FEMALE,"38,756.0","47,836","9,080.0",23.43
Nampicuan,Nueva Ecija,FEMALE,"5,336.0","5,374",38.0,0.71
Narra,Palawan,FEMALE,"21,635.0","23,476","1,841.0",8.51
Narvacan,Ilocos Sur,FEMALE,"14,662.0","15,590",928.0,6.33
Nasipit,Agusan Del Norte,FEMALE,"14,903.0","15,309",406.0,2.72
Nasugbu,Batangas,FEMALE,"40,221.0","42,145","1,924.0",4.78
Natividad,Pangasinan,FEMALE,"8,662.0","9,063",401.0,4.63
Natonin,Mountain Province,FEMALE,"3,622.0","3,650",28.0,0.77
Naujan,Oriental Mindoro,FEMALE,"31,320.0","32,533","1,213.0",3.87
Naval,Biliran,FEMALE,"17,501.0","17,982",481.0,2.75
Navotas City,Ncr,FEMALE,"78,220.0","80,215","1,995.0",2.55
New Bataan,Davao De Oro (Compostela Valley),FEMALE,"15,417.0","16,165",748.0,4.85
New Corella,Davao (Davao Del Norte),FEMALE,"16,267.0","17,963","1,696.0",10.43
New Lucena,Iloilo,FEMALE,"8,014.0","8,616",602.0,7.51
New Washington,Aklan,FEMALE,"15,544.0","16,778","1,234.0",7.94
Norala,South Cotabato,FEMALE,"14,423.0","14,893",470.0,3.26
Northern Kabuntalan,Maguindanao,FEMALE,"6,312.0","6,996",684.0,10.84
Norzagaray,Bulacan,FEMALE,"35,519.0","39,423","3,904.0",10.99
Noveleta,Cavite,FEMALE,"15,120.0","17,643","2,523.0",16.69
Nueva Era,Ilocos Norte,FEMALE,"2,971.0","2,977",6.0,0.2
Nueva Valencia,Guimaras,FEMALE,"13,624.0","13,732",108.0,0.79
Numancia,Aklan,FEMALE,"11,603.0","12,255",652.0,5.62
Nunungan,Lanao Del Norte,FEMALE,"4,829.0","5,581",752.0,15.57
Oas,Albay,FEMALE,"20,525.0","21,915","1,390.0",6.77
Obando,Bulacan,FEMALE,"18,649.0","18,453",-196.0,-1.05
Ocampo,Camarines Sur,FEMALE,"14,100.0","15,186","1,086.0",7.7
Odiongan,Romblon,FEMALE,"15,045.0","16,252","1,207.0",8.02
Old Panamao,Sulu,FEMALE,"7,879.0","9,565","1,686.0",21.4
Olongapo City,Zambales,FEMALE,"69,627.0","67,544","-2,083.0",-2.99
Olutanga,Zamboanga Sibugay,FEMALE,"7,807.0","8,223",416.0,5.33
Omar,Sulu,FEMALE,"7,620.0","8,330",710.0,9.32
Opol,Misamis Oriental,FEMALE,"17,737.0","19,632","1,895.0",10.68
Orani,Bataan,FEMALE,"25,513.0","25,155",-358.0,-1.4
Oras,Eastern Samar,FEMALE,"12,103.0","12,563",460.0,3.8
Orion,Bataan,FEMALE,"20,739.0","20,670",-69.0,-0.33
Ormoc City,Leyte,FEMALE,"67,373.0","72,124","4,751.0",7.05
Oroquieta City,Misamis Occidental,FEMALE,"25,918.0","27,535","1,617.0",6.24
Oslob,Cebu,FEMALE,"10,634.0","10,797",163.0,1.53
Oton,Iloilo,FEMALE,"26,382.0","28,022","1,640.0",6.22
Ozamis City,Misamis Occidental,FEMALE,"43,817.0","49,848","6,031.0",13.76
Padada,Davao Del Sur,FEMALE,"10,768.0","11,246",478.0,4.44
Padre Burgos,Quezon,FEMALE,"7,968.0","9,258","1,290.0",16.19
Padre Burgos,Southern Leyte,FEMALE,"3,963.0","4,016",53.0,1.34
Padre Garcia,Batangas,FEMALE,"15,870.0","16,703",833.0,5.25
Paete,Laguna,FEMALE,"9,940.0","10,118",178.0,1.79
Pagadian City,Zamboanga Del Sur,FEMALE,"62,708.0","68,903","6,195.0",9.88
Pagagawan,Maguindanao,FEMALE,"8,244.0","11,430","3,186.0",38.65
Pagalungan,Maguindanao,FEMALE,"9,403.0","12,214","2,811.0",29.89
Pagayawan (Tatarikan),Lanao Del Sur,FEMALE,"3,873.0","4,615",742.0,19.16
Pagbilao,Quezon,FEMALE,"22,294.0","26,177","3,883.0",17.42
Paglat,Maguindanao,FEMALE,"4,566.0","5,779","1,213.0",26.57
Pagsanghan,Samar (Western Samar),FEMALE,"3,941.0","3,859",-82.0,-2.08
Pagsanjan,Laguna,FEMALE,"14,526.0","16,524","1,998.0",13.75
Pagudpud,Ilocos Norte,FEMALE,"8,281.0","9,027",746.0,9.01
Pakil,Laguna,FEMALE,"7,743.0","8,704",961.0,12.41
Palanan,Isabela,FEMALE,"5,445.0","5,871",426.0,7.82
Palanas,Masbate,FEMALE,"9,185.0","9,594",409.0,4.45
Palapag,Northern Samar,FEMALE,"11,598.0","12,723","1,125.0",9.7
Palauig,Zambales,FEMALE,"13,337.0","14,227",890.0,6.67
Palayan City,Nueva Ecija,FEMALE,"17,078.0","19,050","1,972.0",11.55
Palimbang,Sultan Kudarat,FEMALE,"16,781.0","19,792","3,011.0",17.94
Palo,Leyte,FEMALE,"21,526.0","22,080",554.0,2.57
Palompon,Leyte,FEMALE,"20,641.0","21,465",824.0,3.99
Paluan,Occidental Mindoro,FEMALE,"5,656.0","6,228",572.0,10.11
Pambujan,Northern Samar,FEMALE,"10,407.0","10,353",-54.0,-0.52
Pamplona,Cagayan,FEMALE,"7,917.0","8,223",306.0,3.87
Pamplona,Camarines Sur,FEMALE,"11,251.0","12,065",814.0,7.23
Pamplona,Negros Oriental,FEMALE,"13,609.0","14,522",913.0,6.71
Panabo  City,Davao (Davao Del Norte),FEMALE,"54,035.0","63,848","9,813.0",18.16
Panaon,Misamis Occidental,FEMALE,"4,001.0","3,914",-87.0,-2.17
Panay,Capiz,FEMALE,"16,594.0","16,985",391.0,2.36
Pandag,Maguindanao,FEMALE,"5,971.0","6,911",940.0,15.74
Pandami,Sulu,FEMALE,"8,086.0","8,424",338.0,4.18
Pandan,Antique,FEMALE,"11,815.0","12,300",485.0,4.1
Pandan,Catanduanes,FEMALE,"7,625.0","7,904",279.0,3.66
Pandi,Bulacan,FEMALE,"31,005.0","46,452","15,447.0",49.82
Panganiban (Payo),Catanduanes,FEMALE,"3,864.0","3,882",18.0,0.47
Pangantucan,Bukidnon,FEMALE,"16,159.0","17,202","1,043.0",6.45
Pangil,Laguna,FEMALE,"7,974.0","8,805",831.0,10.42
Panglao,Bohol,FEMALE,"12,308.0","13,974","1,666.0",13.54
Panglima Estino (New Panamao),Sulu,FEMALE,"4,473.0","5,137",664.0,14.84
